ID,Station_Name,Lat,Lon,DomiRank,Betweenness,Eigenvector,D_nearest_police,D_nearest_fire,D_nearest_hospital,D_police_fire,Population_Density,Average_Ridership,Defense_Posture,Threat_Level,Crime_Index,Attractiveness,D_nearest_police_name,D_nearest_fire_name,D_nearest_hospital_name
11,Back of the Hill,42.32943019,-71.11100533,0.4658395805830844,0.0302866414277986,4.377093928122995e-06,0.0829379475115244,0.1342099340162341,0.0774582005115476,0.097961522356815,0.1953126813589383,0.002549483150234,Medium,Medium,0.1623876827661134,0.109538026,Brookline Police Department,560 Huntington Ave,New England Baptist Hospital
12,Beachmont,42.397202,-70.992505,0.3874404929937839,0.0600324499729582,0.0012603509960887,0.0789151990853725,0.1614082498274054,0.6553329784419217,0.1030870833154763,0.1688865850202124,0.0736568859222175,Medium,Low,0.0037318335739242,0.057909697,Revere Police Department,"1 Ashley St
",Shriners Burns Institute
13,Beaconsfield,42.33580371,-71.14058364,0.4036071689472932,0.227149810708491,0.0001196950504787,0.1592624350489926,0.1571848947419873,0.1025300187735456,0.158653679968018,0.1495515574602049,0.022041440689751,Low,Medium,0.0978758085966709,0.14116791,Boston Police District D-14 Brighton/ Allston,138 Chestnut Hill Ave,Kindred Hospital
14,Blandford Street,42.34922874,-71.10009323,0.237733073481524,0.4413196322336398,0.0051023173911514,0.1112848023803765,0.1235079385889462,0.1207696523744125,0.1148663917470526,0.5287904388237172,0.0284035600055625,Medium,Medium,0.2198128091928993,0.20516217,BERKLEE COLLEGE POLICE DEPARTMENT,941 Boylston St,Beth Israel Deaconess Medical Center East Cam
15,Boston College,42.34020153,-71.16696675,0.1864068017678915,0.0,4.579925148383911e-08,0.0688528314608388,0.1594416956471327,0.2148570879584714,0.095396928423566,0.1184134402221507,0.0015760441292356,Medium,Low,0.0305034003574415,0.029407933,Boston College Police Headquarters,138 Chestnut Hill Ave,Kindred Hospital
16,Boston University Central,42.35007803,-71.1071882,0.3915395093687131,0.3975121687398593,0.000773153006114,0.085372556779456,0.1560701351276593,0.1112694822785288,0.1060881645041044,0.2835655636596295,0.0277893663375515,Medium,Medium,0.1630045186558405,0.13738877,Boston University Police Department,560 Huntington Ave,Beth Israel Deaconess Medical Center East Cam
17,Boston University East,42.34972697,-71.10431551,0.4514097669536339,0.4196863169280691,0.0019825963259653,0.1370431443249859,0.1501424330860047,0.1484464575957262,0.140881461475096,0.3981614549780972,0.0277430120984564,Medium,Medium,0.1802082946673456,0.16870889,BERKLEE COLLEGE POLICE DEPARTMENT,941 Boylston St,Beth Israel Deaconess Medical Center East Cam
18,Boston University West,42.35082318,-71.11336671,0.4083003579453902,0.3747971876690101,0.0003030882563306,0.069875924338031,0.1768079983812872,0.1453122834427407,0.1012088631857085,0.2012743923555664,0.0255527743012098,Medium,Medium,0.1415060950179227,0.11388536,Boston University Police Department,460 Cambridge St,Beth Israel Deaconess Medical Center East Cam
19,Bowdoin,42.361365,-71.062038,0.11141560494952,0.0,0.3306210850929987,0.0246465712463997,0.0331730029623353,0.0518067962755301,0.0271449625469952,0.4421836838330569,0.0261437908496732,High,High,0.5857468482141427,0.26842415,Boston Police District A-1,200 Cambridge St,Shriners Burns Institute
20,Boylston,42.3529858,-71.0645968,0.3528835149499497,0.8615467820443482,0.3173463237296844,0.0533847811270144,0.0766774252463118,0.0397740874670832,0.0602099269059641,0.98824429625512,0.2590158995040096,High,High,0.650063370968507,0.5222872,Emerson College Police Department,200 Columbus Ave,New England Medical Center
21,Braintree,42.207267,-71.001234,0.1859937610159527,0.0,0.0001599202913872,1.0,1.0,1.0,1.0,0.0373580954029886,0.0312543457099151,Low,Low,2.447368636728379e-09,0.14656903,Boston Police District C-11 Dorchester,1884 Dorchester Av,Carney Hospital
22,Brandon Hall,42.34002244,-71.12883419,0.4044534406107756,0.1736073553272038,1.939020114904948e-05,0.0992290159693365,0.2156525587560161,0.1467195118878123,0.1333431185826399,0.2782170756996244,0.0073935011356788,Medium,Medium,0.1185702748224399,0.1116959,Brookline Police Department,460 Cambridge St,Kindred Hospital
23,Brigham Circle,42.3343322,-71.10436652,0.4051587833043159,0.1460248783126013,0.0001918808230491,0.035127410241189,0.0578204820217541,0.0776975947182078,0.0417768710014729,0.4874515440796692,0.0155750243359755,High,Medium,0.2331163705351593,0.13747266,Harvard University Police,560 Huntington Ave,Brigham And Women's Hospital
24,Broadway,42.342573,-71.056946,0.4497820757913516,0.3034072471606273,0.1229891534883164,0.0814487464180756,0.0614641014817739,0.1398912646313959,0.075592901356767,0.1427190708083938,0.3008506002873963,Medium,High,0.3443877205838855,0.32282788,Boston Police District C-6 South Boston,270 D St,New England Medical Center
25,Brookline Hills,42.33128544,-71.12645639,0.4083025460997703,0.2531097890751758,0.0003030638920615,0.0526951461718297,0.2175600026372287,0.1558629531165345,0.1010033877539751,0.1360934862919949,0.023710193297177,Medium,Low,0.0992358479531358,0.05174827,Brookline Police Department,560 Huntington Ave,Brigham And Women's Hospital
26,Brookline Village,42.33258766,-71.11690393,0.3915389061477758,0.2785289345592212,0.0007731366841515,0.0477680305462114,0.1712781541217687,0.080856968261368,0.0839586233471755,0.2138606034168486,0.028206554489408,Medium,Medium,0.1278511971546466,0.11021316,Brookline Police Department,560 Huntington Ave,Brigham And Women's Hospital
27,Central,42.365325,-71.103591,0.3974545874284002,0.1179015684153596,0.0469473331710717,0.1428878188920402,0.2036993953319535,0.2592607758892235,0.1607066578406975,0.2187868007585173,0.3710309182774765,Low,High,0.4471487921037009,0.48603663,Somerville Police Department,941 Boylston St,Shriners Burns Institute
28,Charles/MGH,42.361137,-71.070525,0.3305023386225204,0.1736073553272038,0.3159693209279718,0.0513217392578912,0.0440129224207637,0.0396638401350687,0.0491801300816402,0.654837815894458,0.3966416353775552,High,High,0.3688349421696273,0.4468494,Massachusetts State Police Dept,200 Cambridge St,Shriners Burns Institute
29,Chestnut Hill,42.32675787,-71.16461742,0.4044534406107756,0.1736073553272038,1.939020114904947e-05,0.2020000146574911,0.2824615953566586,0.3426920193531316,0.2255766431872496,0.0837260568217083,0.0185185185185185,Low,Low,0.0117925896668603,0.086971134,Boston College Police Headquarters,138 Chestnut Hill Ave,Kindred Hospital
30,Chestnut Hill Avenue,42.33835138,-71.15288409,0.3874748292757598,0.0600324499729582,1.383419523148579e-07,0.1509640964756062,0.0648439980690635,0.0978886060957324,0.1257294248294113,0.3122438838676106,0.00210911787883,Medium,Medium,0.0934622242629423,0.106658824,Boston College Police Headquarters,138 Chestnut Hill Ave,Kindred Hospital
31,Chinatown,42.352638,-71.062396,0.3155043381816487,0.2531097890751758,0.3176083894433045,0.0899625501102976,0.1021600267360429,0.0545653420187231,0.0935366207774003,1.0,0.2807444490798683,Medium,High,0.6823533446782278,0.5754622,Emerson College Police Department,125 Purchase St,New England Medical Center
32,Chiswick Road,42.34059152,-71.15099675,0.4094493400686066,0.0892374256354785,1.890531127213602e-07,0.1332321966449003,0.053166682707282,0.0745594831605075,0.1097716224957404,0.3205903123295832,0.0033027395355305,Medium,Medium,0.1157276347385084,0.1138196,Boston Police District D-14 Brighton/ Allston,138 Chestnut Hill Ave,Kindred Hospital
33,Cleveland Circle,42.33623061,-71.14899951,0.186406766284307,0.0,1.3925708918008674e-07,0.1768309038541873,0.091591408393814,0.144352344173271,0.1518542640334131,0.2989448133038248,0.0012631530153432,Low,Medium,0.093298782697778,0.16958621,Boston College Police Headquarters,138 Chestnut Hill Ave,Kindred Hospital
34,Community College,42.37368,-71.069684,0.3423940942446608,0.1460248783126013,0.1365680615192651,0.198431648454734,0.1379717740743744,0.3578061410913856,0.1807158642651207,0.1671185279228985,0.239280582209243,Low,Medium,0.1745310523845731,0.30628407,Somerville Police Department,525 Main St,Massachusetts Eye & Ear Infirmary
35,Coolidge Corner,42.34216468,-71.12130073,0.4036071689472932,0.227149810708491,0.0001196950504787,0.1069469178960637,0.1878153970203862,0.1001927753348368,0.1306427746703566,0.3123913411636831,0.0158763268900941,Medium,Medium,0.1205736375396284,0.12081741,Boston University Police Department,460 Cambridge St,Beth Israel Deaconess Medical Center West Cam
36,Copley,42.35007244,-71.07740165,0.7064200934455468,1.0,0.0577335806357138,0.0565698539381014,0.0722706766689376,0.1184725704637947,0.061170465334496,0.1456405492510104,0.2432438696518796,High,High,0.614528654055253,0.3492197,Amtrak Police Department,200 Columbus Ave,New England Medical Center
37,Davis,42.396748,-71.121816,0.4659671204137925,0.0302866414277986,0.0026300097267617,0.1260610191353545,0.4379012206276755,0.5291840437461414,0.2174355674271404,0.1615542678809958,0.1748134241876419,Low,Low,0.0580571364559318,0.16969448,Tufts University Police Department,525 Main St,Massachusetts Eye & Ear Infirmary
38,Dean Road,42.33772891,-71.14196716,0.3874744034727453,0.0600324499729582,7.237704082441589e-07,0.1342010568051067,0.1312703333745084,0.0756005329671022,0.1333423043788398,0.2474605676922199,0.0032563852964353,Medium,Medium,0.1079539453006215,0.10240147,Boston Police District D-14 Brighton/ Allston,138 Chestnut Hill Ave,Kindred Hospital
39,Downtown Crossing,42.354933,-71.060171,0.7226030918479457,0.6868577609518658,0.8239436005941382,0.086081979347595,0.0891572765914879,0.0817168974510817,0.0869830943904245,0.7342165539078621,1.0,Medium,High,0.746755118729591,0.8854071,Boston Police District A-1,125 Purchase St,New England Medical Center
40,Eliot,42.31900258,-71.21660769,0.4094508776906034,0.0892374256354785,1.5471826524199775e-06,0.3279752874700437,0.5344874492920784,0.626117435458062,0.3884869066036443,0.0498557032145794,0.0119014508876836,Low,Low,8.036440287221423e-06,0.08473102,Newton Police Department,"425 Faneuil St, Oak Sq",Kindred Hospital
41,Englewood Avenue,42.33697749,-71.14562033,0.4658388827392551,0.0302866414277986,3.4218792210387456e-07,0.1576552411523719,0.1161002055977453,0.1008030730656318,0.1454789002416039,0.2286683774434196,0.002827608584805,Medium,Medium,0.1004629447578572,0.0991283,Boston Police District D-14 Brighton/ Allston,138 Chestnut Hill Ave,Kindred Hospital
42,Fairbanks Street,42.33966169,-71.13119299,0.4050363294540589,0.1460248783126013,8.051611021957141e-06,0.1282816290335583,0.1898031702823729,0.0992556730127131,0.1463084998953748,0.2587367261932385,0.0069994901033699,Medium,Medium,0.1183701965579058,0.109454274,Brookline Police Department,138 Chestnut Hill Ave,Kindred Hospital
43,Fenway,42.34535725,-71.10428785,0.2377330379979395,0.3277447268793941,0.0051023127130785,0.102192027790603,0.114342810937224,0.0679092065972003,0.1057524164643555,0.3702920001492586,0.0311616372317248,Medium,Medium,0.211236628476941,0.1751597,Harvard University Police,560 Huntington Ave,Beth Israel Deaconess Medical Center East Cam
44,Fenwood Road,42.33361684,-71.10591282,0.4032490567842265,0.1179015684153596,7.448770331894712e-05,0.0461425147857441,0.0692098241317038,0.0384267075736767,0.0529016335962989,0.3820002089704934,0.0079845176841422,High,Medium,0.2194272177133198,0.111085266,Harvard University Police,560 Huntington Ave,Brigham And Women's Hospital
45,Fields Corner,42.299941,-71.061852,0.4080106699611834,0.0600324499729582,0.0032646619043172,0.0856400559916159,0.1201068229199426,0.2448380624188894,0.0957394121492974,0.1577513913947131,0.0863115931951977,Medium,High,0.4559198315986598,0.24410173,Boston Police District C-11 Dorchester,7 Parish St,Carney Hospital
46,Forest Hills,42.30069,-71.113972,0.1864075942346129,0.0,5.08408672069566e-05,0.1109579403293538,0.0860304933360716,0.0728537994380536,0.1036537691603434,0.1317825653834916,0.0847007833866407,Medium,Medium,0.0896835596300926,0.11333254,Boston Police District E-13 Jamaica Plain,746 Centre St,Lemuel Shattuck Hospital
47,Government Center,42.3595251,-71.05939847,0.7543498173074424,0.3061114115738236,0.985148739888654,0.0255502055713123,0.0568459199116073,0.0764053384908085,0.0347203887216193,0.2034155581503901,0.3341677096370463,High,High,0.6501684081545518,0.42002666,Boston Police District A-1,200 Cambridge St,Shriners Burns Institute
48,Green Street,42.310395,-71.107548,0.4658355709380311,0.0302866414277986,0.0001514611157709,0.0328686908661844,0.0696319322929415,0.0863079113485453,0.0436409535925299,0.1102744667178362,0.0922797014787002,High,Medium,0.212161158820668,0.09987228,Boston Police District E-13 Jamaica Plain,746 Centre St,Arbour Hospital
49,Griggs Street,42.34871462,-71.1346331,0.4046309058449353,0.227149810708491,1.6696947506377875e-06,0.1013169755732911,0.075355779585273,0.0857220255269822,0.0937098981497662,0.5137536495160177,0.0129791869466462,Medium,Medium,0.1935436608343859,0.1834179,Boston Police District D-14 Brighton/ Allston,460 Cambridge St,Kindred Hospital
50,Harvard,42.37337,-71.11896,0.4110878773798973,0.0892374256354785,0.018089714997745,0.2357298331244641,0.2788194915453327,0.3591928950319402,0.2483558449581281,0.3443063202819576,0.3329161451814768,Low,Medium,0.2052332634683307,0.40533644,MIT Police Department,460 Cambridge St,Beth Israel Deaconess Medical Center East Cam
51,Harvard Avenue,42.35023368,-71.13143807,0.4046337800152833,0.2531097890751758,3.555208512351121e-06,0.119139751848676,0.0787023319012979,0.1168353975833784,0.1072908915539013,0.4564952652493091,0.0193065405831363,Medium,Medium,0.1915966353279727,0.17697972,Boston University Police Department,460 Cambridge St,Kindred Hospital
52,Hawes Street,42.34480603,-71.11145938,0.451409908887972,0.3034072471606273,0.0019825863934724,0.1081422362934136,0.1613226156762029,0.0943441543714642,0.1237250031106286,0.133584058250243,0.0148101793909053,Medium,Medium,0.1444543977378805,0.10381519,Boston University Police Department,560 Huntington Ave,Beth Israel Deaconess Medical Center West Cam
53,Haymarket,42.36211976,-71.0578155,0.3922911108286355,0.2531097890751758,0.785128284432044,0.017187374037186,0.05714601835299,0.0730175954741895,0.0288959448283662,0.3518078856971972,0.4073378760487646,High,High,0.56761440465014,0.46076363,Boston Police District A-1,382 Hanover St,Spaulding Rehabilitation Hospital
54,Heath Street,42.32827237,-71.11032827,0.1864065888663842,0.0,1.5009825284179875e-06,0.0927408775439908,0.1429999386162279,0.0879907581236534,0.1074676477970495,0.1681386940669856,0.0027001344272933,Medium,Medium,0.1661971889706597,0.10831163,Brookline Police Department,1870 Columbus Ave,New England Baptist Hospital
55,Hynes Convention Center,42.34799493,-71.08734707,0.1714410440775076,0.8274743104380746,0.0238157717864211,0.0187901706864835,0.0278644434121192,0.1553715650081268,0.02144908883563,0.4275378926056541,0.1614865804477819,High,High,0.4936207856404615,0.314383,BERKLEE COLLEGE POLICE DEPARTMENT,941 Boylston St,Boston City Hospital
56,Jackson Square,42.323115,-71.099783,0.409406913529355,0.0892374256354785,0.0010415588413782,0.1185072811086926,0.0463894595727234,0.0858992087391485,0.0973755176763275,0.2373327627626224,0.1405344643767672,Medium,High,0.284945016632447,0.23275408,Boston Police District E-13 Jamaica Plain,1870 Columbus Ave,Jewish Memorial Hospital
57,JFK/Umass,42.320605,-71.052364,0.6646495747049922,0.2585181179015682,0.0220359735612227,0.1997237062931938,0.0926538781282041,0.1442609963838875,0.1683504031160023,0.1930056784595981,0.2001228387336021,Low,Medium,0.1745629644147534,0.2974037,Municipal Police,641 Columbia Rd,St. Margaret's Hospital For Women
58,Kendall/MIT,42.36224,-71.086225,0.4257937651249518,0.1460248783126013,0.1217975684536021,0.0813329522385653,0.1310073683261251,0.1362649148890597,0.095888411444715,0.088798983208315,0.4640059333426042,Medium,Medium,0.2114746108809052,0.3478347,Police Department-Commissioners Office,200 Cambridge St,Shriners Burns Institute
59,Kenmore,42.34895474,-71.09563663,1.0,0.9932395889670091,0.0131637793259387,0.0642100711621191,0.0748306073128533,0.1239274509556868,0.0673220711183333,0.4715374950980772,0.1080285542112826,High,Medium,0.2726633241984239,0.2023808,BERKLEE COLLEGE POLICE DEPARTMENT,941 Boylston St,Beth Israel Deaconess Medical Center East Cam
60,Kent Street,42.34400885,-71.11435736,0.3915389061477758,0.2785289345592212,0.0007731366841515,0.0850112496244017,0.187776747978693,0.068625026774352,0.1151233100552467,0.1589256787501354,0.0144161683585963,Medium,Medium,0.1338586936935162,0.10241442,Boston University Police Department,560 Huntington Ave,Beth Israel Deaconess Medical Center West Cam
61,Lechmere,42.37094828,-71.07707269,0.2038289697375529,0.0,0.0449686881279945,0.0655153207425485,0.1525970261456977,0.1189505713961722,0.0910317597956674,0.3707001618126165,0.0506651833310156,Medium,Medium,0.2307013362241499,0.19062646,Massachusetts State Police Dept,34 Winthrop St,Massachusetts Eye & Ear Infirmary
62,Longwood,42.34170003,-71.1099462,0.451409908887972,0.3034072471606273,0.0019825863934724,0.0871145995939875,0.1638636007114454,0.043776065619212,0.1096033783832296,0.1796593934458749,0.0293422333472396,Medium,Medium,0.1595443355238173,0.11815661,Harvard University Police,560 Huntington Ave,Beth Israel Deaconess Medical Center West Cam
63,Longwood Medical Area,42.33617687,-71.09953719,0.4040140828669676,0.1736073553272038,0.0004954564475946,0.0100242581477328,0.0354047956640322,0.0508035455541975,0.0174611926412852,0.3718946509645677,0.018657581235804,High,Medium,0.2610956229113879,0.1270576,Harvard University Police,560 Huntington Ave,Children's Hospital
64,Malden Center,42.426844,-71.07429,0.4654559912063161,0.0302866414277986,0.0029484055364556,0.2426415730419424,0.4654739016662284,0.6936604634167853,0.3079352820487085,0.2627504053941176,0.1196287025448477,Low,Low,1.352068273888368e-05,0.15361845,Malden Police Department,525 Main St,Spaulding Rehabilitation Hospital
65,Mass Ave,42.341516,-71.083553,0.4064908843794957,0.1736073553272038,0.0181918429035635,0.0717938570454895,0.0966195729356675,0.1247653306789975,0.0790682192496875,0.363194803538426,0.2108422565243591,Medium,High,0.475372535813223,0.3647905,BERKLEE COLLEGE POLICE DEPARTMENT,700 Tremont St,Boston City Hospital
66,Maverick,42.369128,-71.039536,0.4245616804467364,0.2006489994591671,0.1485880357291619,0.0315663727839705,0.0119986328848781,0.3244728602567818,0.0258326880768217,0.3126783344637405,0.1964144996059889,High,Medium,0.1996815941009748,0.19041374,Boston Police District A-7 East Boston,241 Sumner St,Shriners Burns Institute
67,Mission Park,42.33320176,-71.10945509,0.4094601743897536,0.0892374256354785,2.90121614839878e-05,0.0683515452659968,0.0921756909652939,0.0354949160230322,0.0753324301592634,0.4475004532792966,0.0069763129838223,Medium,Medium,0.1852609292867268,0.16512552,Harvard University Police,560 Huntington Ave,New England Baptist Hospital
68,Museum of Fine Arts,42.33791763,-71.09502125,0.406522772294138,0.2006489994591671,0.0012813115218962,0.0722218557849452,0.075969617306283,0.1241526705053737,0.0733200144395343,0.2704803232617318,0.0207551105548602,Medium,Medium,0.289657590080295,0.17943168,Boston Police Headquarters,560 Huntington Ave,Children's Hospital
69,Newton Centre,42.32944447,-71.19240201,0.4050363294540589,0.1460248783126013,8.051611021957141e-06,0.2714911798547442,0.3482521160350327,0.4325947812062948,0.2939834558228932,0.0398256855153949,0.0167338803133546,Low,Low,0.0004373834722021,0.082297295,Boston College Police Headquarters,"425 Faneuil St, Oak Sq",Kindred Hospital
70,Newton Highlands,42.32238296,-71.20552678,0.4032830027467724,0.1179015684153596,3.45502354544842e-06,0.3200052766967878,0.4665477387658224,0.5555197689215922,0.3629447412464024,0.0510154691448828,0.0148565336300004,Low,Low,4.458643615289693e-05,0.08552945,Newton Police Department,"425 Faneuil St, Oak Sq",Kindred Hospital
71,North Quincy,42.275791,-71.030152,0.3304856731656468,0.1179015684153596,0.0084946187599974,0.2865085123379431,0.190497337384157,0.32903316239747,0.2583755849591688,0.0904390873526544,0.1550317526537802,Low,Low,0.0040717315086619,0.14513592,Boston Police District C-11 Dorchester,301 Neponset Ave,Carney Hospital
72,North Station,42.36528274,-71.06014973,0.6278525771082836,0.2303948080043265,0.3542938952636861,0.0556515621221115,0.0752049725402347,0.0562442513891163,0.0613810480446118,0.4307368533853999,0.4065150883048254,High,High,0.4635381577111445,0.43935916,Suffolk County Sheriffs Department,200 Cambridge St,Spaulding Rehabilitation Hospital
73,Northeastern University,42.34005713,-71.08969498,0.3979915250297006,0.227149810708491,0.0033170060526682,0.0661976269521946,0.0748859284901789,0.1230265727569392,0.0687434488977198,0.7789273085170973,0.0256107171000788,High,High,0.3591185728370073,0.2631324,Boston Police Headquarters,560 Huntington Ave,Children's Hospital
74,Oak Grove,42.43668,-71.071099,0.1865058837637963,0.0,0.0009894647583497,0.2328357115112606,0.5622086639026287,0.7941808308238941,0.329347657694807,0.1272969536343035,0.0442335326565614,Low,Low,1.778762618434345e-06,0.09437976,Malden Police Department,525 Main St,Spaulding Rehabilitation Hospital
75,Orient Heights,42.386939,-71.004836,0.4028495116222755,0.1179015684153596,0.0085097740569721,0.1940930310958673,0.0484984847302183,0.5380054052691925,0.1514313221685267,0.1262047792659618,0.097343902099847,Medium,Low,0.036800128075196,0.07597291,Mass State Police Patrol,"1 Ashley St
",Shriners Burns Institute
76,Packards Corner,42.35174607,-71.12531664,0.4046581690657256,0.2785289345592212,8.131618936891074e-06,0.1105878386796532,0.086977773769729,0.1547880416293925,0.1036696831437089,0.2689056058900348,0.0204190423214202,Medium,Medium,0.1585330706514159,0.12844458,Boston University Police Department,460 Cambridge St,Kindred Hospital
77,Park Street,42.35637257,-71.06245998,0.6684868050210265,0.9534883720930232,0.819688427128158,0.0835249800291684,0.1078437093379873,0.0721600287273048,0.0906507864357496,0.7342165539078621,0.8944745746998563,Medium,High,0.7331730367105697,0.8346073,Emerson College Police Department,200 Columbus Ave,New England Medical Center
78,Pleasant Street,42.35151408,-71.11908597,0.404921421779448,0.3277447268793941,4.784009378697383e-05,0.0180748851219136,0.1082332310523073,0.179567704461552,0.0444928328230126,0.2335485426680626,0.0233509479441894,High,Medium,0.1389072967192561,0.06767173,Boston University Police Department,460 Cambridge St,Beth Israel Deaconess Medical Center West Cam
79,Porter,42.388388,-71.119147,0.387014843741471,0.0600324499729582,0.0069537662173098,0.1913557446371904,0.3770524725156055,0.4400994745927148,0.2457680832258399,0.1691343065931247,0.2209358920873314,Low,Medium,0.131400237276045,0.27576932,Somerville Police Department,460 Cambridge St,Massachusetts Eye & Ear Infirmary
80,Prudential,42.3455969,-71.08135881,0.3200390456633163,0.2785289345592212,0.0222696278488051,0.0642738312483052,0.0660906191197567,0.1427884070205501,0.0648061813760355,0.381875332201381,0.059136420525657,High,High,0.5775249721727491,0.27725956,BERKLEE COLLEGE POLICE DEPARTMENT,941 Boylston St,New England Medical Center
81,Quincy Adams,42.233391,-71.007153,0.4674306526861185,0.0302866414277986,0.0004762828422664,0.7238191558750889,0.7144176839827003,0.7032417440497941,0.7210643627363793,0.0744909243828706,0.0579427988689565,Low,Low,4.253990888170005e-07,0.14137954,Boston Police District C-11 Dorchester,1884 Dorchester Av,Carney Hospital
82,Quincy Center,42.251991,-71.005502,0.3817577377899596,0.0600324499729582,0.001258771844701,0.537437430834964,0.4499695733524709,0.6909129424067937,0.5118078425738434,0.0827247393596496,0.1037060214156584,Low,Low,6.945976966583884e-06,0.14318013,Boston Police District C-11 Dorchester,301 Neponset Ave,Carney Hospital
83,Reservoir,42.33517767,-71.14825212,0.4049507785317264,0.2006489994591671,4.779302199950325e-05,0.1802688183863568,0.0951456045808966,0.1480456297957589,0.155326251092606,0.2114132028422263,0.0216358410976683,Low,Low,0.0852389598842979,0.12701672,Boston College Police Headquarters,138 Chestnut Hill Ave,Kindred Hospital
84,Revere Beach,42.407864,-70.992528,0.4658482504055744,0.0302866414277986,0.0004766588706697,0.1054437921860915,0.2631734500787001,0.7657133947358474,0.1516612977327903,0.2819794338958232,0.0562161034626616,Medium,Low,0.0005687406771555,0.07271001,Revere Police Department,"1 Ashley St
",Shriners Burns Institute
85,Riverside,42.33743651,-71.25249627,0.186406766284307,0.0,1.3925708918008674e-07,0.2664563316697081,0.6268237990189206,0.7739504453992214,0.3720502043984622,0.0366459005664981,0.003163676818245,Low,Low,7.200278436258178e-08,0.076354146,Newton Police Department,"425 Faneuil St, Oak Sq",St. Elizabeth's Hospital
86,Riverway,42.33154314,-71.11190623,0.3874718959661042,0.0600324499729582,1.1330840054220306e-05,0.0648835828771189,0.115540173405367,0.0580578200007559,0.0797268361054382,0.2889912667394064,0.0047281323877068,Medium,Medium,0.159815886266703,0.12059946,Brookline Police Department,560 Huntington Ave,New England Baptist Hospital
87,Roxbury Crossing,42.331335,-71.095475,0.4034415670582323,0.1179015684153596,0.0027030138776776,0.0519131690228583,0.0789069444749679,0.0975043153955674,0.0598228100082819,0.1599707600299635,0.1569902192555509,High,High,0.3203610559539901,0.19891882,Boston Police Headquarters,560 Huntington Ave,Brigham And Women's Hospital
